Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_obsservations;nombre_logements;methodologie_production
B7500;2014;Agglomération parisienne;Ville centre;Maison;;;;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;;;;;19,8;22,7;26,2;;22,1;;695;902;1286;;1103;50;3782;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;;;Appart 1P;;22;25,6;29,5;;25,4;;572;650;737;;661;26;1001;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;;;Appart 2P;;19,8;22,5;25,5;;22,4;;741;897;1091;;925;41;1331;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;;;Appart 3P;;18,3;21,2;23,9;;21,1;;1077;1287;1516;;1319;63;767;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;;;Appart 4P et plus;;17,9;20,7;23,9;;21,1;;1619;1999;2630;;2271;108;683;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;;1. Moins 1 an;;;21,7;24,4;27,8;;24,2;;700;961;1241;;1117;46;626;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;;1. Moins 1 an;Appart 1P;;22,8;26,5;32;;26,6;;586;670;745;;684;26;195;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;;1. Moins 1 an;Appart 2P;;21,7;24,3;27,5;;24,3;;840;1000;1100;;996;41;227;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;;1. Moins 1 an;Appart 3P;;19,9;22,7;24,8;;22,6;;1150;1325;1523;;1396;62;108;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;;1. Moins 1 an;Appart 4P et plus;;20,8;23,5;25,5;;23,7;;1999;2512;2921;;2646;112;96;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;1. Avant 1946;;;;19,9;23;26,4;;22,4;;686;893;1291;;1115;50;2505;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;2. Entre 1946-1970;;;;18,8;21,5;24,2;;20,7;;700;892;1200;;1008;49;487;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;3. Entre 1971-1990;;;;19,3;21,7;25,6;;21,2;;668;856;1225;;1010;48;562;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;5. Après 2005;;;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;1. Avant 1946;;Appart 1P;;22,6;26,4;31,1;;26,2;;552;635;714;;643;25;572;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;1. Avant 1946;;Appart 2P;;19,8;22,8;25,8;;22,5;;724;857;1030;;893;40;956;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;1. Avant 1946;;Appart 3P;;18,5;21,4;24,2;;21,4;;1050;1258;1506;;1303;61;513;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;1. Avant 1946;;Appart 4P et plus;;18,2;21;24,3;;21,4;;1689;2200;2821;;2409;113;464;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;2. Entre 1946-1970;;Appart 1P;;21;23,3;28,5;;23,6;;612;689;774;;685;29;167;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;2. Entre 1946-1970;;Appart 2P;;19,1;21,7;23,6;;21,2;;843;1000;1130;;999;47;145;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;2. Entre 1946-1970;;Appart 3P;;16,7;19,8;22,2;;19,4;;1105;1236;1356;;1229;63;95;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;2. Entre 1946-1970;;Appart 4P et plus;;15,5;19,3;21;;18,6;;1306;1610;1981;;1715;92;80;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;3. Entre 1971-1990;;Appart 1P;;21,3;24,1;26,8;;23,9;;600;668;756;;681;29;213;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;3. Entre 1971-1990;;Appart 2P;;18,9;21;23,1;;21,3;;885;990;1104;;1033;48;153;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;3. Entre 1971-1990;;Appart 3P;;16,7;19,9;22,5;;19,6;;1114;1316;1582;;1395;71;116;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;3. Entre 1971-1990;;Appart 4P et plus;;16,6;19,3;21,8;;19,3;;1424;1748;1882;;1785;93;80;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;4. Entre 1991-2005;;Appart 1P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;4. Entre 1991-2005;;Appart 2P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;4. Entre 1991-2005;;Appart 3P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;4. Entre 1991-2005;;Appart 4P et plus;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;5. Après 2005;;Appart 1P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;5. Après 2005;;Appart 2P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;5. Après 2005;;Appart 3P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;Appartement;5. Après 2005;;Appart 4P et plus;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;;;;;12,9;15,8;18,9;;15;;600;735;930;;825;55;9193;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;;;Maison 1-3P;;11,5;14,6;17,8;;13,9;;600;750;960;;776;56;321;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;;;Maison 4P et plus;;10,1;12,9;15,4;;13,1;;1000;1224;1653;;1393;107;389;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;;;Appart 1P;;17;19,1;22,5;;19,3;;474;543;620;;552;29;1716;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;;;Appart 2P;;14,3;16,5;19;;16,4;;604;696;790;;708;43;3095;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;;;Appart 3P;;12;14,2;16,7;;14,4;;727;848;1000;;899;63;2454;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;;;Appart 4P et plus;;10,3;12,7;15,7;;13,4;;803;1021;1391;;1163;87;1218;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;;;Ensemble 1P;;17;19,1;22,5;;19,3;;474;542;620;;552;29;1731;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;;;Ensemble 2P;;14,2;16,5;19;;16,3;;600;695;787;;706;43;3206;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;;;Ensemble 3P;;11,9;14,2;16,7;;14,3;;725;850;1000;;897;63;2649;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;;;Ensemble 4P et plus;;10,3;12,8;15,6;;13,3;;850;1091;1483;;1233;93;1607;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;;1. Moins 1 an;;;14,1;16,8;19,7;;16;;600;746;950;;840;52;1583;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;;1. Moins 1 an;Ensemble 1P;;17,8;19,9;24;;20,3;;495;548;625;;566;28;345;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;;1. Moins 1 an;Ensemble 2P;;15;17,3;19,3;;17,2;;642;710;802;;735;43;579;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;;1. Moins 1 an;Ensemble 3P;;12,5;14,8;16,9;;15;;791;890;1031;;942;63;396;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;;1. Moins 1 an;Ensemble 4P et plus;;11,3;13,5;16,6;;14,1;;950;1180;1619;;1312;93;263;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;;2. Un an et plus;;;12,6;15,4;18,6;;14,7;;600;732;925;;821;56;7610;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;1. Avant 1946;;;;13,8;16,9;19,3;;16;;579;700;890;;815;51;2954;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;1. Avant 1946;;Ensemble 1P;;18;19,6;24,5;;20,4;;459;527;600;;536;26;483;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;1. Avant 1946;;Ensemble 2P;;14,8;17,4;19,3;;17;;580;660;750;;675;40;1190;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;1. Avant 1946;;Ensemble 3P;;12,4;15;17,4;;14,9;;700;825;1000;;881;59;779;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;1. Avant 1946;;Ensemble 4P et plus;;10,9;13,8;17,4;;14,4;;900;1200;1619;;1384;96;502;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;2. Entre 1946-1970;;;;11,7;14,6;17,7;;13,9;;575;723;900;;793;57;2450;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;2. Entre 1946-1970;;Ensemble 1P;;16,3;18,8;21;;18,5;;450;525;594;;531;29;436;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;2. Entre 1946-1970;;Ensemble 2P;;13,8;15,9;18,6;;15,8;;600;675;774;;687;44;714;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;2. Entre 1946-1970;;Ensemble 3P;;10,9;13,6;15,6;;13,4;;690;800;936;;838;62;808;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;2. Entre 1946-1970;;Ensemble 4P et plus;;9,4;11,6;14,1;;12,1;;751;950;1246;;1067;88;492;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;3. Entre 1971-1990;;;;12,5;15,2;18,5;;14,6;;590;740;960;;832;57;1878;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;3. Entre 1971-1990;;Ensemble 1P;;16,4;18,5;21,6;;18,5;;470;550;622;;551;30;458;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;3. Entre 1971-1990;;Ensemble 2P;;13,4;15,2;18;;15,5;;614;706;790;;712;46;593;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;3. Entre 1971-1990;;Ensemble 3P;;11,5;13,3;16,3;;13,8;;750;874;1022;;917;67;491;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;3. Entre 1971-1990;;Ensemble 4P et plus;;10,1;12,8;16;;13,2;;923;1166;1600;;1258;95;336;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;4. Entre 1991-2005;;Ensemble 1P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;4. Entre 1991-2005;;Ensemble 2P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;4. Entre 1991-2005;;Ensemble 3P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;4. Entre 1991-2005;;Ensemble 4P et plus;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;5. Après 2005;;;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;5. Après 2005;;Ensemble 1P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;5. Après 2005;;Ensemble 2P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;5. Après 2005;;Ensemble 3P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;;5. Après 2005;;Ensemble 4P et plus;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Maison;;;;;10,4;13,6;16,6;;13,3;;749;1000;1395;;1147;86;710;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;;;;;13,2;16;19;;15,3;;591;722;890;;792;52;8483;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;;;Appart 1P;;17;19,1;22,5;;19,3;;474;543;620;;552;29;1716;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;;;Appart 2P;;14,3;16,5;19;;16,4;;604;696;790;;708;43;3095;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;;;Appart 3P;;12;14,2;16,7;;14,4;;727;848;1000;;899;63;2454;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;;;Appart 4P et plus;;10,3;12,7;15,7;;13,4;;803;1021;1391;;1163;87;1218;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;;1. Moins 1 an;;;14,1;16,9;19,8;;16,2;;600;730;900;;804;50;1469;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;;1. Moins 1 an;Appart 1P;;17,8;19,9;23,9;;20,3;;497;548;625;;567;28;341;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;;1. Moins 1 an;Appart 2P;;15;17,4;19,4;;17,3;;645;709;808;;738;43;556;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;;1. Moins 1 an;Appart 3P;;12,6;14,8;16,9;;15;;791;890;1031;;945;63;373;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;;1. Moins 1 an;Appart 4P et plus;;10,9;13,3;16,5;;13,8;;850;1067;1406;;1201;87;199;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;1. Avant 1946;;;;14,1;17,1;19,3;;16,3;;568;691;842;;770;47;2643;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;2. Entre 1946-1970;;;;12,1;14,8;18,1;;14,2;;567;709;862;;755;53;2260;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;3. Entre 1971-1990;;;;12,7;15,4;18,7;;15;;585;724;906;;806;54;1771;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;5. Après 2005;;;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;1. Avant 1946;;Appart 1P;;18;19,6;24,4;;20,4;;457;527;600;;537;26;479;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;1. Avant 1946;;Appart 2P;;15;17,5;19,3;;17,1;;580;665;752;;678;40;1140;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;1. Avant 1946;;Appart 3P;;12,5;15;17,3;;15,1;;700;812;978;;878;58;683;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;1. Avant 1946;;Appart 4P et plus;;11;13,6;17;;14,7;;883;1144;1550;;1304;89;341;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;2. Entre 1946-1970;;Appart 1P;;16,3;18,7;21;;18,4;;450;525;594;;531;29;431;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;2. Entre 1946-1970;;Appart 2P;;13,8;16;18,8;;15,8;;600;675;774;;687;44;689;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;2. Entre 1946-1970;;Appart 3P;;11,1;13,6;15,4;;13,5;;690;800;934;;839;62;753;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;2. Entre 1946-1970;;Appart 4P et plus;;9,4;11,6;13,8;;12;;729;875;1091;;975;81;387;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;3. Entre 1971-1990;;Appart 1P;;16,4;18,5;21,7;;18,6;;474;550;623;;553;30;453;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;3. Entre 1971-1990;;Appart 2P;;13,4;15,2;17,8;;15,5;;613;706;791;;711;46;577;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;3. Entre 1971-1990;;Appart 3P;;11,6;13,4;16,4;;13,9;;750;875;1031;;925;67;466;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;3. Entre 1971-1990;;Appart 4P et plus;;10,5;13;16,3;;13,6;;883;1149;1615;;1231;90;275;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;4. Entre 1991-2005;;Appart 1P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;4. Entre 1991-2005;;Appart 2P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;4. Entre 1991-2005;;Appart 3P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;4. Entre 1991-2005;;Appart 4P et plus;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;5. Après 2005;;Appart 1P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;5. Après 2005;;Appart 2P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;5. Après 2005;;Appart 3P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Périphérie;Appartement;5. Après 2005;;Appart 4P et plus;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Paris intra-muros;Ville centre;;;;;;19,8;22,7;26,2;;22,1;;696;903;1291;;1109;50;3799;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Paris intra-muros;Ville centre;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Paris intra-muros;Ville centre;;;;Maison 4P et plus;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Paris intra-muros;Ville centre;;;;Appart 1P;;22;25,6;29,5;;25,4;;572;650;737;;661;26;1001;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Paris intra-muros;Ville centre;;;;Appart 2P;;19,8;22,5;25,5;;22,4;;741;897;1091;;925;41;1331;;Estimation par panel (méthode OLAP validée CNIS)
