Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_obsservations;nombre_logements;methodologie_production
B0600;2014;Agglomération de Nice-Menton;Ville centre;;2. Entre 1946-1970;;Ensemble 1P;11,9;14,1;16,8;20,3;21,8;16,7;350;411;465;550;646;487;29;663;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;;2. Entre 1946-1970;;Ensemble 2P;10,5;12,1;13,2;14,9;16,5;13,3;442;497;596;658;743;584;44;1070;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;;2. Entre 1946-1970;;Ensemble 3P;9,3;10,3;11,5;13,0;14,2;11,6;602;661;744;820;993;759;66;680;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;;3. Entre 1971-1990;;;10,1;11,3;13,0;15,4;18,4;12,9;427;516;650;795;1000;690;54;2042;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;;3. Entre 1971-1990;;Ensemble 4P et plus;8,6;9,9;11,7;12,9;13,7;11,5;746;795;1093;1252;1443;1073;94;237;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;;3. Entre 1971-1990;;Ensemble 1P;12,4;14,4;16,9;20,5;23,3;17,0;358;426;475;557;625;488;29;621;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;;3. Entre 1971-1990;;Ensemble 2P;10,7;11,8;13,7;15,1;17,0;13,6;428;513;600;690;774;603;44;690;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;;3. Entre 1971-1990;;Ensemble 3P;9,6;10,7;11,6;12,9;14,5;11,7;630;695;782;895;1000;797;68;494;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;;4. Entre 1991-2005;;;10,1;12,0;14,2;16,0;19,0;13,3;439;580;700;895;1092;742;56;856;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;;4. Entre 1991-2005;;Ensemble 4P et plus;9,2;9,4;10,8;12,3;14,8;11,1;703;896;1000;1209;1265;1034;93;93;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;;4. Entre 1991-2005;;Ensemble 1P;13,5;15,6;17,1;20,0;21,5;17,2;360;404;455;508;600;467;27;272;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;;4. Entre 1991-2005;;Ensemble 2P;12,2;13,9;14,7;16,2;18,0;14,9;520;605;655;708;781;660;44;332;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;;4. Entre 1991-2005;;Ensemble 3P;10,6;11,3;12,8;13,9;14,9;12,8;676;734;836;1000;1092;857;67;159;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;;5. Après 2005;;;11,6;13,1;15,3;17,3;20,0;14,5;400;527;666;883;1148;730;50;532;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;;5. Après 2005;;Ensemble 4P et plus;;;;;;;;;;;;;;43;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;;5. Après 2005;;Ensemble 1P;12,8;16,9;18,5;20,8;28,0;18,9;381;400;465;571;645;487;26;113;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;;5. Après 2005;;Ensemble 2P;12,0;13,9;15,9;16,7;18,3;15,2;433;537;621;696;739;609;40;240;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;;5. Après 2005;;Ensemble 3P;11,2;12,6;14,0;15,3;16,0;13,7;663;838;885;1055;1148;915;67;136;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;;;;6,4;8,7;9,9;13,3;14,5;11,0;547;670;900;1000;1372;914;83;88;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;;;Maison 1-3P;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;;;Maison 4P et plus;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;;1. Moins 1 an;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;;1. Moins 1 an;Maison 1-3P;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;;1. Moins 1 an;Maison 4P et plus;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;;2. Un an et plus;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;;2. Un an et plus;Maison 1-3P;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;;2. Un an et plus;Maison 4P et plus;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;1. Avant 1946;;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;1. Avant 1946;;Maison 4P et plus;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;1. Avant 1946;1. Moins 1 an;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;1. Avant 1946;2. Un an et plus;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;2. Entre 1946-1970;;Maison 4P et plus;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;2. Entre 1946-1970;1. Moins 1 an;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;2. Entre 1946-1970;2. Un an et plus;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;3. Entre 1971-1990;;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;3. Entre 1971-1990;;Maison 4P et plus;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;3. Entre 1971-1990;1. Moins 1 an;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;3. Entre 1971-1990;2. Un an et plus;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;4. Entre 1991-2005;;Maison 4P et plus;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;4. Entre 1991-2005;1. Moins 1 an;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;4. Entre 1991-2005;2. Un an et plus;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;5. Après 2005;;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;5. Après 2005;;Maison 4P et plus;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;5. Après 2005;1. Moins 1 an;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Maison;5. Après 2005;2. Un an et plus;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;;;;10,2;11,5;13,3;15,7;19,0;13,1;425;506;646;795;993;676;52;8937;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;;;Appart 1P;12,7;14,9;17,3;20,7;23,0;17,3;342;403;465;540;645;480;28;2437;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;;;Appart 2P;10,5;12,1;13,7;15,5;17,4;13,7;427;500;596;678;753;595;43;3515;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;;;Appart 3P;9,9;10,9;12,1;13,5;14,8;12,2;620;696;780;895;1012;799;66;2073;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;;;Appart 4P et plus;8,8;10,1;11,3;12,8;13,5;11,3;745;850;1000;1192;1341;1028;91;912;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;;1. Moins 1 an;;11,3;12,8;14,9;17,7;20,9;14,4;427;520;660;800;1000;691;48;2557;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;;1. Moins 1 an;Appart 1P;15,4;16,7;18,5;21,1;23,0;18,7;367;420;480;570;695;499;27;839;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;;1. Moins 1 an;Appart 2P;12,1;13,3;14,9;16,7;19,3;15,0;490;562;645;700;785;635;42;1006;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;;1. Moins 1 an;Appart 3P;10,1;11,6;12,8;14,4;15,2;12,9;695;750;815;950;1070;852;66;492;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;;1. Moins 1 an;Appart 4P et plus;10,2;10,8;12,6;13,1;13,7;12,2;844;971;1093;1212;1450;1134;93;220;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;;2. Un an et plus;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;;2. Un an et plus;Appart 1P;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;;2. Un an et plus;Appart 2P;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;;2. Un an et plus;Appart 3P;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;;2. Un an et plus;Appart 4P et plus;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;1. Avant 1946;;;10,1;11,5;13,3;15,9;19,8;13,1;411;499;634;795;945;664;51;2910;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;1. Avant 1946;;Appart 1P;12,7;15,5;17,8;21,2;23,0;17,7;325;397;455;530;645;472;27;768;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;1. Avant 1946;;Appart 2P;10,2;11,9;13,4;15,5;18,2;13,6;422;497;581;670;753;585;43;1186;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;1. Avant 1946;;Appart 3P;9,7;11,1;12,4;13,6;15,2;12,3;627;696;795;895;995;800;65;618;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;1. Avant 1946;;Appart 4P et plus;8,7;9,8;11,2;12,1;12,9;11,0;692;796;959;1163;1392;1008;92;338;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;1. Avant 1946;1. Moins 1 an;;11,3;12,9;15,2;18,4;21,5;14,7;415;499;640;785;941;664;45;844;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;1. Avant 1946;2. Un an et plus;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;2. Entre 1946-1970;;;10,1;11,2;12,9;14,8;17,7;12,7;428;511;640;778;993;670;53;2647;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;2. Entre 1946-1970;;Appart 1P;11,9;14,1;16,8;20,3;21,8;16,7;350;411;465;550;646;487;29;663;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;2. Entre 1946-1970;;Appart 2P;10,5;12,1;13,2;14,9;16,5;13,3;442;497;596;658;742;584;44;1069;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;2. Entre 1946-1970;;Appart 3P;9,9;10,6;11,5;13,0;14,0;11,7;606;677;746;820;993;766;65;675;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;2. Entre 1946-1970;;Appart 4P et plus;9,1;10,2;11,2;12,9;13,5;11,3;746;865;994;1124;1279;1000;89;240;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;2. Entre 1946-1970;1. Moins 1 an;;10,9;12,5;14,2;16,9;21,1;14,0;427;550;686;800;1000;706;51;667;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;2. Entre 1946-1970;2. Un an et plus;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;3. Entre 1971-1990;;;10,3;11,5;13,2;15,5;18,6;13,0;427;511;647;795;1000;684;53;2017;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;3. Entre 1971-1990;;Appart 1P;12,4;14,4;16,9;20,5;23,3;17,0;358;426;475;557;625;488;29;621;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;3. Entre 1971-1990;;Appart 2P;10,7;11,8;13,7;15,1;17,0;13,6;428;513;600;690;774;603;44;689;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;3. Entre 1971-1990;;Appart 3P;9,8;10,9;11,6;13,0;14,5;11,9;627;696;783;896;1000;802;67;488;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;3. Entre 1971-1990;;Appart 4P et plus;8,0;10,1;11,7;12,9;13,7;11,4;746;821;1093;1252;1443;1079;94;219;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;3. Entre 1971-1990;1. Moins 1 an;;11,3;12,5;14,5;16,7;20,7;14,2;459;545;696;800;991;704;50;554;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;3. Entre 1971-1990;2. Un an et plus;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;4. Entre 1991-2005;;;10,6;12,2;14,5;16,2;19,3;13,6;430;560;690;836;1092;720;53;840;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;4. Entre 1991-2005;;Appart 1P;13,5;15,6;17,1;20,0;21,5;17,2;360;404;455;508;600;467;27;272;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;4. Entre 1991-2005;;Appart 2P;12,2;13,9;14,7;16,2;18,0;14,9;520;605;655;708;781;660;44;331;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;4. Entre 1991-2005;;Appart 3P;10,6;11,3;12,8;13,9;15,0;12,7;676;715;800;965;1092;844;66;157;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;4. Entre 1991-2005;;Appart 4P et plus;8,8;9,9;11,6;13,2;14,9;11,5;796;895;1060;1262;1265;1055;91;80;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;4. Entre 1991-2005;1. Moins 1 an;;11,6;13,9;14,9;17,4;20,7;14,5;436;555;700;836;1031;711;49;294;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;4. Entre 1991-2005;2. Un an et plus;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;5. Après 2005;;;11,7;13,1;15,3;17,5;20,0;14,6;400;527;666;863;1148;703;48;523;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;5. Après 2005;;Appart 1P;12,8;16,9;18,5;20,8;28,0;18,9;381;400;465;571;645;487;26;113;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;5. Après 2005;;Appart 2P;12,0;13,9;15,9;16,7;18,3;15,2;433;537;621;696;739;609;40;240;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;5. Après 2005;;Appart 3P;11,1;12,6;14,1;15,3;16,0;13,8;686;844;885;1063;1148;919;67;135;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;5. Après 2005;;Appart 4P et plus;;;;;;;;;;;;;;35;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;5. Après 2005;1. Moins 1 an;;12,6;13,4;16,1;17,8;20,0;15,0;400;498;661;885;1058;702;47;198;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Ville centre;Appartement;5. Après 2005;2. Un an et plus;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;;;9,5;11,3;13,3;15,7;18,4;12,9;448;547;696;855;1074;740;57;13213;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;;Maison 1-3P;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;;Ensemble 4P et plus;7,7;9,8;11,5;13,0;14,5;11,3;676;796;1033;1292;1580;1103;97;1651;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;;Maison 4P et plus;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;;Appart 1P;12,2;14,5;16,9;19,7;22,1;16,7;348;423;497;569;676;502;30;2789;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;;Appart 2P;10,8;12,3;14,2;16,1;18,2;14,1;448;537;633;728;804;634;45;5128;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;;Appart 3P;9,7;10,8;12,5;14,0;15,6;12,6;630;700;816;945;1057;838;66;3383;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;;Appart 4P et plus;8,9;10,6;11,9;13,1;14,3;11,8;755;895;1067;1214;1392;1072;91;1075;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;;Ensemble 1P;12,2;14,5;16,9;19,6;22,1;16,7;349;423;497;568;675;502;30;2791;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;;Ensemble 2P;10,8;12,3;14,2;16,1;18,2;14,1;448;537;633;728;804;634;45;5143;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;;Ensemble 3P;9,1;10,5;12,1;13,8;15,4;12,1;597;696;800;944;1050;824;68;3628;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;1. Moins 1 an;;11,1;12,5;14,3;16,7;19,1;14,1;465;567;700;875;1150;761;54;4352;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;1. Moins 1 an;Ensemble 4P et plus;10,1;11,5;12,6;13,8;15,5;12,6;814;1001;1200;1425;1800;1276;101;530;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;1. Moins 1 an;Ensemble 1P;12,9;14,8;17,2;19,9;22,1;17,0;371;420;500;577;650;507;30;943;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;1. Moins 1 an;Ensemble 2P;11,9;13,1;14,9;17,0;19,0;15,0;497;567;647;740;800;653;44;1753;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;1. Moins 1 an;Ensemble 3P;10,6;11,6;13,2;14,6;15,8;13,1;690;745;850;994;1100;874;66;1126;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;2. Un an et plus;;9,1;10,8;12,9;15,4;18,0;12,6;447;547;696;847;1050;733;58;8861;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;2. Un an et plus;Ensemble 4P et plus;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;2. Un an et plus;Ensemble 1P;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;2. Un an et plus;Ensemble 2P;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Périphérie;;;2. Un an et plus;Ensemble 3P;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Périphérie;;1. Avant 1946;;;9,1;10,8;13,1;15,5;18,5;12,7;444;546;695;846;1044;721;57;2160;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;1. Avant 1946;;Ensemble 4P et plus;8,1;9,2;11,1;12,7;13,7;11,1;725;795;994;1193;1392;1037;93;268;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;1. Avant 1946;;Ensemble 1P;11,7;14,2;16,7;19,5;21,9;16,6;360;403;497;569;663;507;30;434;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;1. Avant 1946;;Ensemble 2P;10,3;12,1;13,9;15,9;18,4;13,9;436;497;602;718;830;619;44;930;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;1. Avant 1946;;Ensemble 3P;8,0;10,0;11,8;13,9;15,4;11,8;590;690;789;926;1093;819;69;528;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;2. Entre 1946-1970;;;9,2;11,0;12,9;15,4;18,4;12,6;432;527;664;800;975;696;55;3049;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;2. Entre 1946-1970;;Ensemble 4P et plus;6,9;8,8;10,9;12,6;14,1;10,9;600;736;975;1272;1443;1033;95;345;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;2. Entre 1946-1970;;Ensemble 1P;11,2;14,1;16,3;19,2;21,5;16,1;318;412;484;575;696;492;30;746;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;2. Entre 1946-1970;;Ensemble 2P;10,5;12,1;13,7;15,6;17,8;13,6;439;505;610;700;804;618;45;1047;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;2. Entre 1946-1970;;Ensemble 3P;9,1;10,2;11,7;13,3;15,0;11,8;597;684;760;892;1004;784;66;911;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;3. Entre 1971-1990;;;9,6;11,1;13,1;15,6;18,4;12,7;448;547;695;867;1093;742;59;4019;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;3. Entre 1971-1990;;Ensemble 4P et plus;7,1;9,8;11,3;12,6;14,0;11,1;656;796;1009;1243;1525;1077;97;560;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;3. Entre 1971-1990;;Ensemble 1P;12,4;14,8;17,0;19,9;22,1;16,7;365;418;481;556;631;490;29;981;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;3. Entre 1971-1990;;Ensemble 2P;10,7;12,1;13,8;15,6;17,9;13,8;457;550;630;714;794;631;46;1419;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;3. Entre 1971-1990;;Ensemble 3P;9,3;10,3;11,7;13,6;15,3;12,1;616;696;816;944;1045;835;69;1059;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;4. Entre 1991-2005;;;10,1;11,7;13,8;16,1;18,5;13,4;497;596;718;873;1192;780;58;2624;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;4. Entre 1991-2005;;Ensemble 4P et plus;8,6;10,2;12,0;13,7;15,5;12,1;726;846;1194;1490;1757;1236;102;331;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;4. Entre 1991-2005;;Ensemble 1P;12,9;15,8;17,6;20,1;22,3;17,4;398;462;527;600;746;545;31;488;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;4. Entre 1991-2005;;Ensemble 2P;11,0;12,9;14,6;16,6;18,1;14,7;497;547;650;737;794;647;44;1091;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;4. Entre 1991-2005;;Ensemble 3P;9,2;10,8;12,3;14,0;15,7;12,3;636;697;809;950;1090;837;68;714;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;5. Après 2005;;;11,1;12,6;14,3;16,4;18,5;13,8;477;607;760;945;1157;808;58;1361;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;5. Après 2005;;Ensemble 4P et plus;6,4;11,2;12,6;13,7;15,2;12,0;746;981;1100;1361;1739;1200;100;147;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;5. Après 2005;;Ensemble 1P;13,1;14,9;17,2;19,6;22,2;17,3;328;444;505;551;605;493;28;142;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;5. Après 2005;;Ensemble 2P;12,3;13,5;15,4;17,2;19,4;15,4;477;583;679;791;894;676;44;656;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;;5. Après 2005;;Ensemble 3P;11,1;12,0;13,1;14,7;16,0;13,4;630;796;900;1000;1094;887;66;416;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;Maison;;;;7,0;8,8;10,6;12,7;14,5;10,8;596;680;796;1113;1525;951;88;838;;Estimation directe
B0600;2014;Agglomération de Nice-Menton;Périphérie;Maison;;;Maison 1-3P;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Périphérie;Maison;;;Maison 4P et plus;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Périphérie;Maison;;1. Moins 1 an;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Périphérie;Maison;;1. Moins 1 an;Maison 1-3P;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Périphérie;Maison;;1. Moins 1 an;Maison 4P et plus;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Périphérie;Maison;;2. Un an et plus;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Périphérie;Maison;;2. Un an et plus;Maison 1-3P;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Périphérie;Maison;;2. Un an et plus;Maison 4P et plus;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Périphérie;Maison;1. Avant 1946;;;;;;;;;;;;;;;;;;
B0600;2014;Agglomération de Nice-Menton;Périphérie;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;;;
